transaction_id,business_id,amount,timestamp,payee,payment_type,device_id,location,is_new_payee,is_new_device,historical_avg_amount
TXN00025,B001,2194.35,2026-07-02 11:07:00,Payee_073,BANK_TRANSFER,DEV_019,Adelaide,True,False,2022
TXN00026,B005,4969.2,2026-07-20 13:13:00,Payee_086,DIRECT_DEBIT,DEV_011,Sydney,False,False,4782
TXN00027,B003,3529.3,2026-08-21 09:29:00,Payee_080,DIRECT_DEBIT,DEV_004,Melbourne,False,False,4245
TXN00028,B002,4641.58,2026-07-22 09:23:00,Payee_037,BANK_TRANSFER,DEV_015,Adelaide,False,False,3359
TXN00029,B005,475.51,2026-08-09 18:56:00,Payee_018,BPAY,DEV_004,Melbourne,False,False,564
TXN00030,B003,1609.68,2026-07-27 13:43:00,Payee_082,BPAY,DEV_017,Perth,False,False,2225
TXN00031,B001,863.52,2026-08-22 08:21:00,Payee_099,BANK_TRANSFER,DEV_009,Sydney,False,False,1256
TXN00032,B004,375.63,2026-08-13 09:56:00,Payee_089,BANK_TRANSFER,DEV_018,Melbourne,False,False,579
TXN00033,B002,4620.67,2026-07-08 08:13:00,Payee_088,BANK_TRANSFER,DEV_004,Brisbane,False,False,4020
TXN00034,B004,2038.11,2026-08-02 11:51:00,Payee_023,BPAY,DEV_001,Sydney,False,False,1766
TXN00035,B004,2414.6,2026-07-05 09:55:00,Payee_005,BPAY,DEV_008,Sydney,False,False,2532
TXN00036,B003,3398.17,2026-08-19 11:42:00,Payee_025,BPAY,DEV_011,Brisbane,False,False,2364
TXN00037,B003,2838.65,2026-07-11 16:01:00,Payee_015,BPAY,DEV_006,Adelaide,False,False,3376
TXN00038,B001,3263.07,2026-07-13 13:27:00,Payee_078,DIRECT_DEBIT,DEV_004,Perth,False,False,4059
TXN00039,B001,6392.36,2026-05-27 16:46:00,Payee_095,DIRECT_DEBIT,DEV_007,Brisbane,False,False,4072
TXN00040,B003,3089.6,2026-08-07 18:46:00,Payee_039,DIRECT_DEBIT,DEV_010,Perth,False,False,3071
TXN00041,B005,1745.72,2026-05-28 14:47:00,Payee_023,DIRECT_DEBIT,DEV_019,Brisbane,False,False,1542
TXN00042,B003,3834.07,2026-06-28 11:50:00,Payee_075,DIRECT_DEBIT,DEV_011,Perth,False,False,2850
TXN00043,B005,5128.72,2026-05-30 10:05:00,Payee_037,DIRECT_DEBIT,DEV_020,Brisbane,False,False,4376
TXN00044,B002,1186.01,2026-07-28 11:09:00,Payee_004,BANK_TRANSFER,DEV_008,Perth,False,False,3042
TXN00045,B004,4857.4,2026-06-20 14:25:00,Payee_032,BANK_TRANSFER,DEV_001,Melbourne,False,False,3895
TXN00046,B005,3380.64,2026-06-12 08:15:00,Payee_016,BPAY,DEV_005,Perth,False,False,4305
TXN00047,B005,4651.84,2026-06-19 17:27:00,Payee_071,BPAY,DEV_006,Perth,False,False,3099
TXN00048,B003,3994.05,2026-06-03 15:15:00,Payee_036,BPAY,DEV_003,Brisbane,False,False,4770
TXN00049,B005,1295.72,2026-05-24 10:13:00,Payee_009,BPAY,DEV_014,Brisbane,False,False,1160
TXN00050,B002,4486.9,2026-06-09 14:44:00,Payee_003,DIRECT_DEBIT,DEV_013,Perth,True,False,3941
TXN00051,B004,2376.75,2026-07-25 17:31:00,Payee_029,BPAY,DEV_014,Perth,True,False,3932
TXN00052,B004,1672.62,2026-08-06 15:39:00,Payee_069,BANK_TRANSFER,DEV_013,Adelaide,False,True,1852
TXN00053,B004,1781.9,2026-07-05 12:20:00,Payee_028,BPAY,DEV_011,Brisbane,False,False,1611
TXN00054,B004,2264.38,2026-06-23 09:01:00,Payee_096,DIRECT_DEBIT,DEV_002,Brisbane,False,False,2566
TXN00055,B001,873.45,2026-06-04 08:09:00,Payee_031,BANK_TRANSFER,DEV_016,Melbourne,False,False,754
TXN00056,B003,3338.25,2026-06-06 10:38:00,Payee_096,DIRECT_DEBIT,DEV_004,Sydney,False,False,3521
TXN00057,B001,1572.17,2026-07-03 14:45:00,Payee_026,BANK_TRANSFER,DEV_019,Sydney,False,False,3055
TXN00058,B005,1117.68,2026-08-17 17:22:00,Payee_069,BPAY,DEV_012,Melbourne,False,False,1491
TXN00059,B004,6778.97,2026-06-25 18:45:00,Payee_020,BPAY,DEV_006,Adelaide,False,False,4515
TXN00060,B005,6206.88,2026-06-28 15:52:00,Payee_094,DIRECT_DEBIT,DEV_009,Brisbane,False,False,4460
TXN00061,B001,3166.99,2026-06-11 15:39:00,Payee_086,BPAY,DEV_011,Melbourne,False,False,2784
TXN00062,B004,1953.89,2026-07-20 13:21:00,Payee_036,DIRECT_DEBIT,DEV_009,Adelaide,True,False,2237
TXN00063,B001,2342.95,2026-05-26 11:30:00,Payee_083,DIRECT_DEBIT,DEV_016,Perth,False,False,2477
TXN00064,B002,2727.81,2026-07-14 11:42:00,Payee_075,BPAY,DEV_016,Adelaide,False,False,3812
TXN00065,B005,2682.35,2026-07-21 12:14:00,Payee_016,DIRECT_DEBIT,DEV_007,Brisbane,False,False,3209
TXN00066,B002,2525.35,2026-06-22 11:17:00,Payee_093,DIRECT_DEBIT,DEV_017,Adelaide,False,False,2069
TXN00067,B002,2990.87,2026-05-24 08:34:00,Payee_017,BPAY,DEV_002,Melbourne,False,False,2926
TXN00068,B002,5224.73,2026-08-21 09:36:00,Payee_037,BPAY,DEV_016,Perth,False,False,4521
TXN00069,B003,4718.77,2026-08-13 15:36:00,Payee_081,DIRECT_DEBIT,DEV_002,Sydney,False,False,4413
TXN00070,B003,1269.28,2026-08-07 11:35:00,Payee_098,BPAY,DEV_020,Adelaide,False,False,1197
TXN00071,B005,2685.31,2026-06-29 17:19:00,Payee_073,DIRECT_DEBIT,DEV_002,Adelaide,False,False,3616
TXN00072,B002,2412.28,2026-05-30 12:05:00,Payee_021,BANK_TRANSFER,DEV_006,Adelaide,True,True,2228
TXN00073,B004,4146.75,2026-05-25 12:55:00,Payee_059,BANK_TRANSFER,DEV_008,Brisbane,False,False,4349
TXN00074,B002,4680.25,2026-06-14 09:14:00,Payee_083,BANK_TRANSFER,DEV_009,Sydney,True,False,3982
TXN00075,B003,2116.88,2026-05-25 12:25:00,Payee_035,DIRECT_DEBIT,DEV_018,Perth,False,False,2864
TXN00076,B004,3469.36,2026-07-21 17:01:00,Payee_012,BANK_TRANSFER,DEV_019,Adelaide,False,False,3140
TXN00077,B003,839.58,2026-05-31 16:28:00,Payee_036,BANK_TRANSFER,DEV_019,Perth,False,False,829
TXN00078,B001,3677.33,2026-07-01 13:21:00,Payee_042,DIRECT_DEBIT,DEV_004,Sydney,False,False,4350
TXN00079,B003,4244.45,2026-08-11 15:20:00,Payee_033,BPAY,DEV_004,Perth,False,False,3780
TXN00080,B001,3504.77,2026-07-01 15:03:00,Payee_025,DIRECT_DEBIT,DEV_012,Adelaide,False,False,4944
TXN00081,B001,2136.29,2026-06-27 12:56:00,Payee_090,BPAY,DEV_004,Melbourne,False,False,2167
TXN00082,B002,2033.72,2026-06-13 12:00:00,Payee_071,BPAY,DEV_003,Sydney,False,False,1797
TXN00083,B004,1335.32,2026-06-18 12:45:00,Payee_035,BPAY,DEV_016,Perth,False,False,1462
TXN00084,B004,1822.49,2026-06-18 17:47:00,Payee_018,BANK_TRANSFER,DEV_009,Perth,False,False,2061
TXN00085,B003,498.53,2026-06-09 17:42:00,Payee_063,BANK_TRANSFER,DEV_015,Adelaide,False,False,521
TXN00086,B005,4329.8,2026-07-12 15:55:00,Payee_025,DIRECT_DEBIT,DEV_008,Adelaide,False,False,3590
TXN00087,B004,756.27,2026-07-04 14:42:00,Payee_084,BANK_TRANSFER,DEV_016,Melbourne,False,False,857
TXN00088,B003,1662.27,2026-08-10 15:33:00,Payee_059,BANK_TRANSFER,DEV_005,Perth,False,False,1322
TXN00089,B001,4513.79,2026-05-26 17:25:00,Payee_084,BANK_TRANSFER,DEV_011,Adelaide,False,False,4346
TXN00090,B004,3983.32,2026-06-04 08:04:00,Payee_031,DIRECT_DEBIT,DEV_010,Sydney,False,False,4932
TXN00091,B001,845.53,2026-08-17 08:20:00,Payee_008,BPAY,DEV_012,Brisbane,False,False,1323
TXN00092,B004,2238.32,2026-07-31 10:05:00,Payee_079,BPAY,DEV_020,Sydney,False,False,1975
TXN00093,B002,3508.9,2026-08-21 18:57:00,Payee_060,BPAY,DEV_018,Sydney,True,False,4277
TXN00094,B005,2326.5,2026-06-29 18:44:00,Payee_033,BPAY,DEV_010,Sydney,False,False,2950
TXN00095,B001,2019.78,2026-05-25 12:18:00,Payee_003,DIRECT_DEBIT,DEV_013,Brisbane,True,False,2443
TXN00096,B001,5299.63,2026-07-24 12:38:00,Payee_046,BANK_TRANSFER,DEV_007,Adelaide,False,False,4569
TXN00097,B002,1678.42,2026-06-27 12:02:00,Payee_075,BPAY,DEV_005,Melbourne,False,False,1295
TXN00098,B004,1539.58,2026-08-06 11:50:00,Payee_070,BPAY,DEV_017,Adelaide,False,False,1938
TXN00099,B003,5357.38,2026-08-08 13:29:00,Payee_010,BANK_TRANSFER,DEV_008,Perth,False,False,4447
TXN00100,B003,1186.28,2026-08-21 14:16:00,Payee_069,BANK_TRANSFER,DEV_015,Brisbane,False,False,1239
TXN00101,B005,4565.51,2026-05-28 09:14:00,Payee_061,BANK_TRANSFER,DEV_020,Adelaide,False,False,3621
TXN00102,B001,2008.86,2026-05-31 12:26:00,Payee_015,BANK_TRANSFER,DEV_002,Melbourne,False,False,4303
TXN00103,B001,2671.41,2026-07-06 15:42:00,Payee_096,DIRECT_DEBIT,DEV_018,Perth,False,False,2423
TXN00104,B004,1195.86,2026-06-05 15:26:00,Payee_036,BANK_TRANSFER,DEV_012,Sydney,False,False,1311
TXN00105,B003,1624.84,2026-07-08 18:03:00,Payee_051,BPAY,DEV_007,Melbourne,False,False,1313
TXN00106,B001,2173.03,2026-06-02 18:38:00,Payee_003,BANK_TRANSFER,DEV_011,Sydney,False,False,2237
TXN00107,B002,1224.25,2026-07-26 17:52:00,Payee_030,BPAY,DEV_005,Adelaide,True,False,1062
TXN00108,B002,1128.19,2026-07-21 16:51:00,Payee_023,BANK_TRANSFER,DEV_001,Sydney,True,False,1564
TXN00109,B002,3767.81,2026-06-30 10:33:00,Payee_015,DIRECT_DEBIT,DEV_003,Perth,False,False,3152
TXN00110,B005,1420.07,2026-06-19 15:14:00,Payee_079,BANK_TRANSFER,DEV_017,Brisbane,False,False,1393
TXN00111,B001,5092.03,2026-06-21 09:45:00,Payee_057,BANK_TRANSFER,DEV_003,Brisbane,False,False,4423
TXN00112,B003,3914.72,2026-07-05 13:38:00,Payee_068,BPAY,DEV_015,Adelaide,False,False,4992
TXN00113,B001,1190.37,2026-07-10 14:52:00,Payee_059,BPAY,DEV_014,Melbourne,False,False,2261
TXN00114,B003,4359.68,2026-05-27 10:59:00,Payee_061,BANK_TRANSFER,DEV_003,Melbourne,False,False,3566
TXN00115,B003,1077.33,2026-06-12 16:21:00,Payee_086,BANK_TRANSFER,DEV_014,Brisbane,False,False,1565
TXN00116,B004,814.88,2026-06-07 12:19:00,Payee_046,BANK_TRANSFER,DEV_019,Adelaide,False,False,921
TXN00117,B002,1126.11,2026-07-18 09:36:00,Payee_029,BPAY,DEV_018,Adelaide,False,False,1386
TXN00118,B001,3383.2,2026-07-30 08:17:00,Payee_090,BPAY,DEV_011,Brisbane,True,False,2690
TXN00119,B005,5191.26,2026-08-11 08:47:00,Payee_068,BANK_TRANSFER,DEV_013,Perth,False,False,3783
TXN00120,B003,3706.29,2026-06-07 17:05:00,Payee_007,BANK_TRANSFER,DEV_006,Adelaide,True,False,3157
TXN00121,B004,2904.39,2026-07-26 12:48:00,Payee_066,BANK_TRANSFER,DEV_012,Perth,False,False,3973
TXN00122,B005,4595.0,2026-05-29 16:19:00,Payee_006,BANK_TRANSFER,DEV_013,Adelaide,True,False,4486
TXN00123,B002,1653.82,2026-08-22 09:31:00,Payee_096,BPAY,DEV_006,Sydney,False,False,1624
TXN00124,B005,2700.88,2026-07-03 09:55:00,Payee_095,BANK_TRANSFER,DEV_014,Melbourne,False,False,3401
TXN00125,B003,2602.28,2026-07-16 14:07:00,Payee_052,BANK_TRANSFER,DEV_011,Sydney,False,False,4016
TXN00126,B003,1007.41,2026-08-09 14:15:00,Payee_056,DIRECT_DEBIT,DEV_013,Adelaide,True,False,1221
TXN00127,B003,2139.92,2026-06-02 16:07:00,Payee_068,DIRECT_DEBIT,DEV_007,Brisbane,False,False,2315
TXN00128,B002,2755.19,2026-08-04 09:16:00,Payee_026,BANK_TRANSFER,DEV_020,Sydney,False,False,2435
TXN00129,B002,3120.23,2026-06-26 17:43:00,Payee_073,DIRECT_DEBIT,DEV_020,Brisbane,False,False,4547
TXN00130,B002,4398.61,2026-06-23 09:28:00,Payee_081,BPAY,DEV_009,Adelaide,True,False,4102
TXN00131,B003,3932.2,2026-08-13 12:41:00,Payee_012,DIRECT_DEBIT,DEV_020,Adelaide,False,False,4282
TXN00132,B001,4290.53,2026-05-31 17:12:00,Payee_042,DIRECT_DEBIT,DEV_016,Adelaide,False,False,4184
TXN00133,B001,3658.54,2026-07-31 18:02:00,Payee_032,DIRECT_DEBIT,DEV_015,Perth,False,False,3313
TXN00134,B003,3512.81,2026-07-04 12:26:00,Payee_100,BPAY,DEV_020,Melbourne,False,False,3554
TXN00135,B001,4198.72,2026-07-21 12:46:00,Payee_085,DIRECT_DEBIT,DEV_005,Brisbane,False,False,3200
TXN00136,B003,3681.71,2026-05-25 18:42:00,Payee_051,BANK_TRANSFER,DEV_020,Melbourne,False,False,3041
TXN00137,B003,1196.55,2026-06-16 18:05:00,Payee_083,DIRECT_DEBIT,DEV_014,Adelaide,False,False,1546
TXN00138,B002,1325.64,2026-06-21 13:12:00,Payee_029,BANK_TRANSFER,DEV_005,Melbourne,False,False,2254
TXN00139,B005,6221.7,2026-05-30 08:21:00,Payee_099,DIRECT_DEBIT,DEV_005,Adelaide,False,False,4921
TXN00140,B005,1027.91,2026-08-17 15:26:00,Payee_047,DIRECT_DEBIT,DEV_008,Perth,False,False,1856
TXN00141,B004,1908.04,2026-07-29 15:23:00,Payee_087,DIRECT_DEBIT,DEV_015,Perth,False,False,2416
TXN00142,B005,4600.08,2026-08-02 14:52:00,Payee_026,DIRECT_DEBIT,DEV_005,Brisbane,True,False,4820
TXN00143,B003,1243.09,2026-07-17 09:05:00,Payee_098,BANK_TRANSFER,DEV_009,Perth,False,False,1340
TXN00144,B004,885.3,2026-06-26 11:56:00,Payee_045,BANK_TRANSFER,DEV_014,Melbourne,False,False,1251
TXN00145,B004,1118.65,2026-05-31 09:21:00,Payee_019,BANK_TRANSFER,DEV_002,Brisbane,False,False,1168
TXN00146,B002,4525.65,2026-06-05 15:00:00,Payee_011,BANK_TRANSFER,DEV_009,Sydney,False,False,4342
TXN00147,B005,2974.64,2026-07-15 11:07:00,Payee_007,BANK_TRANSFER,DEV_014,Adelaide,False,False,4823
TXN00148,B004,5872.1,2026-06-03 08:32:00,Payee_074,BANK_TRANSFER,DEV_005,Brisbane,False,False,4891
TXN00149,B002,4469.52,2026-07-07 16:04:00,Payee_068,DIRECT_DEBIT,DEV_017,Adelaide,False,False,3912
TXN00150,B004,1149.54,2026-07-04 18:23:00,Payee_033,DIRECT_DEBIT,DEV_001,Brisbane,False,False,856
TXN00151,B001,3725.23,2026-06-01 13:11:00,Payee_100,DIRECT_DEBIT,DEV_015,Perth,False,False,3223
TXN00152,B001,4985.06,2026-07-16 08:12:00,Payee_006,BANK_TRANSFER,DEV_002,Brisbane,False,False,4249
TXN00153,B005,4339.88,2026-07-17 11:22:00,Payee_100,BANK_TRANSFER,DEV_011,Brisbane,False,False,4378
TXN00154,B004,5817.34,2026-07-10 14:11:00,Payee_064,DIRECT_DEBIT,DEV_016,Brisbane,False,False,4102
TXN00155,B001,5164.77,2026-06-14 10:18:00,Payee_042,BANK_TRANSFER,DEV_003,Brisbane,False,False,3977
TXN00156,B005,4634.69,2026-05-26 10:28:00,Payee_045,BPAY,DEV_002,Brisbane,False,False,3990
TXN00157,B001,978.87,2026-05-28 16:10:00,Payee_004,BANK_TRANSFER,DEV_020,Perth,True,False,1114
TXN00158,B003,2687.58,2026-06-11 14:02:00,Payee_078,BANK_TRANSFER,DEV_015,Brisbane,False,False,3466
TXN00159,B005,1224.19,2026-07-18 18:15:00,Payee_015,BANK_TRANSFER,DEV_006,Perth,False,False,1627
TXN00160,B001,2521.43,2026-05-24 12:28:00,Payee_028,DIRECT_DEBIT,DEV_010,Perth,False,False,2644
TXN00161,B001,4978.83,2026-05-27 09:54:00,Payee_041,DIRECT_DEBIT,DEV_012,Melbourne,False,False,4203
TXN00162,B003,2415.53,2026-07-31 18:50:00,Payee_047,DIRECT_DEBIT,DEV_008,Melbourne,False,False,1790
TXN00163,B002,5971.94,2026-06-24 13:51:00,Payee_071,BANK_TRANSFER,DEV_020,Melbourne,True,False,4547
TXN00164,B004,5057.02,2026-07-01 14:52:00,Payee_074,BANK_TRANSFER,DEV_005,Brisbane,False,False,4806
TXN00165,B005,4402.42,2026-06-02 16:37:00,Payee_024,BANK_TRANSFER,DEV_014,Adelaide,False,False,3322
TXN00166,B001,6352.95,2026-07-15 10:10:00,Payee_021,BPAY,DEV_008,Brisbane,False,False,4744
TXN00167,B003,1144.45,2026-07-18 16:08:00,Payee_081,BPAY,DEV_020,Adelaide,False,False,1146
TXN00168,B005,2388.8,2026-05-30 10:39:00,Payee_093,DIRECT_DEBIT,DEV_011,Adelaide,True,False,1763
TXN00169,B001,1226.93,2026-05-31 12:13:00,Payee_099,DIRECT_DEBIT,DEV_014,Adelaide,False,False,872
TXN00170,B005,2480.34,2026-07-15 18:30:00,Payee_032,DIRECT_DEBIT,DEV_013,Brisbane,False,False,2872
TXN00171,B002,3112.53,2026-06-06 13:09:00,Payee_041,DIRECT_DEBIT,DEV_011,Brisbane,False,False,4101
TXN00172,B003,5384.55,2026-08-09 16:20:00,Payee_031,BPAY,DEV_004,Brisbane,False,False,4718
TXN00173,B001,4230.38,2026-07-22 14:55:00,Payee_021,BPAY,DEV_019,Brisbane,False,False,2877
TXN00174,B005,3597.24,2026-07-14 15:31:00,Payee_003,BANK_TRANSFER,DEV_013,Adelaide,False,False,4324
TXN00175,B005,4046.97,2026-05-31 17:43:00,Payee_061,BPAY,DEV_018,Melbourne,False,False,3390
TXN00176,B003,3709.84,2026-07-07 14:02:00,Payee_052,BANK_TRANSFER,DEV_019,Adelaide,False,False,3496
TXN00177,B001,2107.01,2026-06-04 12:43:00,Payee_079,BANK_TRANSFER,DEV_005,Melbourne,False,False,3664
TXN00178,B003,3455.28,2026-07-28 10:38:00,Payee_066,BPAY,DEV_017,Melbourne,True,False,3495
TXN00179,B003,3762.7,2026-08-05 16:20:00,Payee_079,BPAY,DEV_006,Perth,False,False,4380
TXN00180,B003,3199.0,2026-06-18 16:34:00,Payee_063,DIRECT_DEBIT,DEV_019,Brisbane,False,True,3255
TXN00181,B003,1855.69,2026-08-19 18:38:00,Payee_061,BPAY,DEV_019,Adelaide,False,False,1397
TXN00182,B004,1816.95,2026-06-03 16:46:00,Payee_080,BPAY,DEV_005,Sydney,True,False,1896
TXN00183,B001,2506.12,2026-07-01 10:44:00,Payee_027,BPAY,DEV_017,Adelaide,False,False,2062
TXN00184,B001,1673.0,2026-07-27 16:35:00,Payee_042,DIRECT_DEBIT,DEV_016,Adelaide,False,False,1631
TXN00185,B004,4243.23,2026-06-01 18:51:00,Payee_089,BPAY,DEV_020,Perth,False,False,4867
TXN00186,B005,3520.96,2026-07-15 11:49:00,Payee_037,DIRECT_DEBIT,DEV_007,Perth,False,False,2945
TXN00187,B003,3630.66,2026-07-03 14:52:00,Payee_045,BANK_TRANSFER,DEV_010,Melbourne,False,False,2857
TXN00188,B003,5196.47,2026-07-21 18:47:00,Payee_062,BANK_TRANSFER,DEV_007,Adelaide,False,False,4123
TXN00189,B003,2140.19,2026-07-22 11:03:00,Payee_086,DIRECT_DEBIT,DEV_008,Sydney,True,False,1624
TXN00190,B004,1667.45,2026-08-05 18:00:00,Payee_071,BANK_TRANSFER,DEV_014,Perth,False,False,1323
TXN00191,B003,3070.67,2026-05-31 09:36:00,Payee_030,DIRECT_DEBIT,DEV_002,Sydney,False,False,3131
TXN00192,B001,4071.51,2026-07-30 15:59:00,Payee_096,BPAY,DEV_002,Melbourne,False,False,3752
TXN00193,B003,1858.91,2026-06-20 16:56:00,Payee_018,DIRECT_DEBIT,DEV_015,Brisbane,False,False,2831
TXN00194,B002,4690.37,2026-07-21 18:45:00,Payee_024,BANK_TRANSFER,DEV_011,Brisbane,False,False,4259
TXN00195,B002,4355.69,2026-07-02 09:42:00,Payee_013,BANK_TRANSFER,DEV_005,Perth,False,False,3821
TXN00196,B003,2671.96,2026-06-26 11:48:00,Payee_035,BPAY,DEV_010,Adelaide,False,True,3642
TXN00197,B003,2717.4,2026-08-02 12:25:00,Payee_088,DIRECT_DEBIT,DEV_010,Melbourne,False,False,2435
TXN00198,B003,2419.18,2026-08-05 11:30:00,Payee_020,BPAY,DEV_020,Brisbane,False,False,2309
TXN00199,B004,5638.16,2026-05-27 11:48:00,Payee_077,BANK_TRANSFER,DEV_017,Perth,False,False,4903
TXN00200,B005,791.07,2026-06-13 08:57:00,Payee_065,BANK_TRANSFER,DEV_019,Adelaide,False,False,1419
TXN00201,B005,4639.18,2026-06-21 17:05:00,Payee_066,BPAY,DEV_002,Perth,False,False,4119
TXN00202,B005,1081.93,2026-06-24 16:43:00,Payee_040,DIRECT_DEBIT,DEV_001,Perth,False,True,972
TXN00203,B002,1340.15,2026-06-14 09:03:00,Payee_009,BPAY,DEV_002,Brisbane,False,False,1098
TXN00204,B004,3797.1,2026-06-26 14:55:00,Payee_049,BPAY,DEV_003,Adelaide,False,False,3567
TXN00205,B001,2451.67,2026-07-25 10:53:00,Payee_001,BANK_TRANSFER,DEV_010,Perth,False,False,1962
TXN00206,B005,3566.51,2026-07-22 11:29:00,Payee_045,BANK_TRANSFER,DEV_009,Sydney,False,False,3607
TXN00207,B001,835.6,2026-07-23 08:13:00,Payee_009,BANK_TRANSFER,DEV_020,Melbourne,False,False,763
TXN00208,B001,1896.43,2026-07-02 08:28:00,Payee_030,DIRECT_DEBIT,DEV_007,Melbourne,False,False,2504
TXN00209,B002,1928.65,2026-07-23 13:19:00,Payee_019,DIRECT_DEBIT,DEV_017,Sydney,False,False,3112
TXN00210,B005,1544.77,2026-05-28 18:27:00,Payee_072,BPAY,DEV_002,Brisbane,False,False,1934
TXN00211,B005,2847.29,2026-07-05 12:11:00,Payee_097,DIRECT_DEBIT,DEV_016,Sydney,False,False,3111
TXN00212,B002,3255.54,2026-06-12 08:26:00,Payee_054,DIRECT_DEBIT,DEV_017,Sydney,False,False,4293
TXN00213,B003,1637.71,2026-06-15 09:46:00,Payee_025,BANK_TRANSFER,DEV_009,Perth,False,False,1147
TXN00214,B001,1576.74,2026-05-29 17:35:00,Payee_028,BPAY,DEV_007,Brisbane,False,False,2041
TXN00215,B002,2305.53,2026-07-22 15:44:00,Payee_078,DIRECT_DEBIT,DEV_007,Perth,False,False,2056
TXN00216,B003,3511.35,2026-06-15 15:41:00,Payee_046,BPAY,DEV_009,Brisbane,False,False,3618
TXN00217,B001,4415.69,2026-07-06 11:20:00,Payee_053,BANK_TRANSFER,DEV_019,Sydney,False,True,4346
TXN00218,B005,3061.23,2026-08-03 12:12:00,Payee_043,BANK_TRANSFER,DEV_013,Adelaide,False,False,3920
TXN00219,B003,2671.31,2026-06-21 18:29:00,Payee_022,DIRECT_DEBIT,DEV_012,Sydney,False,False,2608
TXN00220,B002,3515.45,2026-08-15 18:33:00,Payee_005,BANK_TRANSFER,DEV_002,Melbourne,False,False,4941
TXN00221,B002,1046.49,2026-06-25 16:23:00,Payee_008,DIRECT_DEBIT,DEV_020,Perth,False,True,1056
TXN00222,B005,3742.63,2026-08-20 08:33:00,Payee_093,BPAY,DEV_018,Brisbane,True,False,3869
TXN00223,B004,2141.23,2026-07-23 10:12:00,Payee_080,DIRECT_DEBIT,DEV_009,Brisbane,False,False,1968
TXN00224,B003,4094.13,2026-06-11 15:15:00,Payee_090,BANK_TRANSFER,DEV_010,Melbourne,False,False,3826
TXN00225,B001,1010.16,2026-08-15 15:40:00,Payee_002,DIRECT_DEBIT,DEV_006,Melbourne,False,False,1265
TXN00226,B003,1455.72,2026-08-17 16:14:00,Payee_028,DIRECT_DEBIT,DEV_019,Perth,False,False,1281
TXN00227,B003,4653.16,2026-08-20 13:13:00,Payee_076,BANK_TRANSFER,DEV_013,Melbourne,False,False,4948
TXN00228,B005,3594.36,2026-06-14 18:21:00,Payee_050,DIRECT_DEBIT,DEV_005,Melbourne,False,False,3687
